trial,mismatch,method,target,assumed_relative_error,true_relative_error,residual_gap,clipped
2378,swap_axes,raw_joint,heavy_3link,1.8574357422157983,1.8574357422157983,0.0,0
2378,swap_axes,ejar_correct_map,heavy_3link,0.8023853165783004,0.8023853165783004,0.0,1
2378,swap_axes,ejar_assumed_map,heavy_3link,0.8126947277776756,0.8125282346614693,1.2220734284328072e-05,1
2379,drop_y,raw_joint,short_2link,1.9977257593092423,1.9977257593092423,0.0,0
2379,drop_y,ejar_correct_map,short_2link,0.6234118589682563,0.6234118589682563,0.0,1
2379,drop_y,ejar_assumed_map,short_2link,0.4619141040989752,0.6117588662613536,0.003699810705549058,1
2380,identity,raw_joint,soft_5link,2.683305728830708,2.683305728830708,0.0,1
2380,identity,ejar_correct_map,soft_5link,0.00512966647445623,0.00512966647445623,0.0,0
2380,identity,ejar_assumed_map,soft_5link,0.00512966647445623,0.00512966647445623,0.0,0
2381,rotate_30,raw_joint,asym_3link,1.177030285011988,1.177030285011988,0.0,0
2381,rotate_30,ejar_correct_map,asym_3link,0.005236538622614822,0.005236538622614822,0.0,0
2381,rotate_30,ejar_assumed_map,asym_3link,0.008381097527951405,0.5124722919476791,0.024560130800557238,0
2382,scale_x2,raw_joint,large_6link,0.9469263454785117,0.9469263454785117,0.0,0
2382,scale_x2,ejar_correct_map,large_6link,0.005965889241649848,0.005965889241649848,0.0,0
2382,scale_x2,ejar_assumed_map,large_6link,0.006489350368317989,0.33023164630315266,0.012130612347236896,0
2383,swap_axes,raw_joint,long_4link,1.540519449260816,1.540519449260816,0.0,1
2383,swap_axes,ejar_correct_map,long_4link,0.5986996928652977,0.5986996928652977,0.0,1
2383,swap_axes,ejar_assumed_map,long_4link,0.20730549068086204,0.6148807714500051,0.025588963745436934,1
2384,drop_y,raw_joint,wide_2link,0.7314848414811044,0.7314848414811044,0.0,0
2384,drop_y,ejar_correct_map,wide_2link,0.4431864874717171,0.4431864874717171,0.0,1
2384,drop_y,ejar_assumed_map,wide_2link,0.5156468992664299,0.6818985986468905,0.00538984952611642,1
2385,identity,raw_joint,snake_6link,1.1210636259474236,1.1210636259474236,0.0,0
2385,identity,ejar_correct_map,snake_6link,0.9221587767118812,0.9221587767118812,0.0,1
2385,identity,ejar_assumed_map,snake_6link,0.9221587767118812,0.9221587767118812,0.0,1
2386,rotate_30,raw_joint,redundant_4link,1.5073005173165008,1.5073005173165008,0.0,0
2386,rotate_30,ejar_correct_map,redundant_4link,0.014339708691030793,0.014339708691030793,0.0,0
2386,rotate_30,ejar_assumed_map,redundant_4link,0.01845040899801585,0.510177529670871,0.006673699497714974,0
2387,scale_x2,raw_joint,long_2link,0.39741908314319996,0.39741908314319996,0.0,0
2387,scale_x2,ejar_correct_map,long_2link,0.5202560246400029,0.5202560246400029,0.0,1
2387,scale_x2,ejar_assumed_map,long_2link,0.8449044371340619,0.7142756151069648,0.03664790736269833,1
2388,swap_axes,raw_joint,needle_5link,0.8027751247057946,0.8027751247057946,0.0,1
2388,swap_axes,ejar_correct_map,needle_5link,0.8364927410834839,0.8364927410834839,0.0,1
2388,swap_axes,ejar_assumed_map,needle_5link,0.8405332454925177,1.0941446666290915,0.03576921780752694,1
2389,drop_y,raw_joint,heavy_3link,2.854553505455512,2.854553505455512,0.0,0
2389,drop_y,ejar_correct_map,heavy_3link,0.0032706763592839226,0.0032706763592839226,0.0,0
2389,drop_y,ejar_assumed_map,heavy_3link,0.001887951322651162,0.5610176334561063,0.003861350711842357,0
2390,identity,raw_joint,short_2link,0.5273591148292353,0.5273591148292353,0.0,0
2390,identity,ejar_correct_map,short_2link,0.08862181838198548,0.08862181838198548,0.0,1
2390,identity,ejar_assumed_map,short_2link,0.08862181838198548,0.08862181838198548,0.0,1
2391,rotate_30,raw_joint,soft_5link,0.35371168540606,0.35371168540606,0.0,0
2391,rotate_30,ejar_correct_map,soft_5link,0.004130588054868458,0.004130588054868458,0.0,0
2391,rotate_30,ejar_assumed_map,soft_5link,0.008287103688669948,0.5113646453789357,0.004377200855117783,0
2392,scale_x2,raw_joint,asym_3link,1.3634718648590685,1.3634718648590685,0.0,0
2392,scale_x2,ejar_correct_map,asym_3link,0.0025226989824558756,0.0025226989824558756,0.0,0
2392,scale_x2,ejar_assumed_map,asym_3link,0.0030338041684399427,0.9617716810480239,0.027425902179189804,0
2393,swap_axes,raw_joint,large_6link,0.5015368782501695,0.5015368782501695,0.0,1
2393,swap_axes,ejar_correct_map,large_6link,0.002071909555755828,0.002071909555755828,0.0,0
2393,swap_axes,ejar_assumed_map,large_6link,0.008137763070076739,1.710423770900879,0.067778674882771,0
2394,drop_y,raw_joint,long_4link,0.6474336313119918,0.6474336313119918,0.0,1
2394,drop_y,ejar_correct_map,long_4link,0.5401539076824096,0.5401539076824096,0.0,1
2394,drop_y,ejar_assumed_map,long_4link,0.01644796262220722,0.8387390319326274,0.09390699217461516,1
2395,identity,raw_joint,wide_2link,1.0396539921618058,1.0396539921618058,0.0,0
2395,identity,ejar_correct_map,wide_2link,0.613489694226634,0.613489694226634,0.0,1
2395,identity,ejar_assumed_map,wide_2link,0.613489694226634,0.613489694226634,0.0,1
2396,rotate_30,raw_joint,snake_6link,0.48082225000018214,0.48082225000018214,0.0,0
2396,rotate_30,ejar_correct_map,snake_6link,0.5057043399766753,0.5057043399766753,0.0,1
2396,rotate_30,ejar_assumed_map,snake_6link,0.7520331477099075,0.7885655776048442,0.0035938372070858093,1
2397,scale_x2,raw_joint,redundant_4link,2.773846623579875,2.773846623579875,0.0,1
2397,scale_x2,ejar_correct_map,redundant_4link,0.1443646443746523,0.1443646443746523,0.0,1
2397,scale_x2,ejar_assumed_map,redundant_4link,0.6121324825736904,0.3750107343820916,0.04193580505345472,1
2398,swap_axes,raw_joint,long_2link,3.8936067207082354,3.8936067207082354,0.0,0
2398,swap_axes,ejar_correct_map,long_2link,0.01632687285147992,0.01632687285147992,0.0,0
2398,swap_axes,ejar_assumed_map,long_2link,0.01599231592813078,1.2179721478076393,0.016121502435649065,0
2399,drop_y,raw_joint,needle_5link,1.406953022157934,1.406953022157934,0.0,0
2399,drop_y,ejar_correct_map,needle_5link,0.01920974755560143,0.01920974755560143,0.0,0
2399,drop_y,ejar_assumed_map,needle_5link,0.019528967194256237,0.411584942943418,0.012618697906411427,0
2400,identity,raw_joint,heavy_3link,1.5692898215302982,1.5692898215302982,0.0,0
2400,identity,ejar_correct_map,heavy_3link,0.9398350389022142,0.9398350389022142,0.0,1
2400,identity,ejar_assumed_map,heavy_3link,0.9398350389022142,0.9398350389022142,0.0,1
2401,rotate_30,raw_joint,short_2link,2.558088614829472,2.558088614829472,0.0,0
2401,rotate_30,ejar_correct_map,short_2link,0.01553910471338103,0.01553910471338103,0.0,0
2401,rotate_30,ejar_assumed_map,short_2link,0.011103228385261569,0.5225833411874187,0.0031871585472447025,0
2402,scale_x2,raw_joint,soft_5link,1.2233107635057472,1.2233107635057472,0.0,0
2402,scale_x2,ejar_correct_map,soft_5link,0.0033188076800266066,0.0033188076800266066,0.0,0
2402,scale_x2,ejar_assumed_map,soft_5link,0.028256027914666956,0.856492048476644,0.026767307915432883,1
2403,swap_axes,raw_joint,asym_3link,0.3284258305069833,0.3284258305069833,0.0,0
2403,swap_axes,ejar_correct_map,asym_3link,0.0033381611006824373,0.0033381611006824373,0.0,0
2403,swap_axes,ejar_assumed_map,asym_3link,0.41773811260983157,1.5420683545178206,0.08432055139760422,1
2404,drop_y,raw_joint,large_6link,1.244180323532721,1.244180323532721,0.0,0
2404,drop_y,ejar_correct_map,large_6link,0.21443908687748,0.21443908687748,0.0,1
2404,drop_y,ejar_assumed_map,large_6link,0.008747525870551463,0.6089380572832073,0.030051203492105404,0
2405,identity,raw_joint,long_4link,1.1729218272962523,1.1729218272962523,0.0,0
2405,identity,ejar_correct_map,long_4link,0.35733237620156055,0.35733237620156055,0.0,1
2405,identity,ejar_assumed_map,long_4link,0.35733237620156055,0.35733237620156055,0.0,1
2406,rotate_30,raw_joint,wide_2link,0.17599685891709438,0.17599685891709438,0.0,1
2406,rotate_30,ejar_correct_map,wide_2link,0.27163825890561255,0.27163825890561255,0.0,1
2406,rotate_30,ejar_assumed_map,wide_2link,0.7343582148517726,0.7761606690133476,0.0041860989946104765,1
2407,scale_x2,raw_joint,snake_6link,1.7740221610894542,1.7740221610894542,0.0,0
2407,scale_x2,ejar_correct_map,snake_6link,0.1201977825367485,0.1201977825367485,0.0,1
2407,scale_x2,ejar_assumed_map,snake_6link,0.009726703398794162,0.4481674695674496,0.02421980481152568,0
2408,swap_axes,raw_joint,redundant_4link,0.7448812735678891,0.7448812735678891,0.0,0
2408,swap_axes,ejar_correct_map,redundant_4link,0.6808217361271461,0.6808217361271461,0.0,1
2408,swap_axes,ejar_assumed_map,redundant_4link,0.2694769832884629,1.4493176832538817,0.09203333747182199,1
2409,drop_y,raw_joint,long_2link,1.1959342743512673,1.1959342743512673,0.0,0
2409,drop_y,ejar_correct_map,long_2link,0.0072746142375918746,0.0072746142375918746,0.0,0
2409,drop_y,ejar_assumed_map,long_2link,0.00335820825064592,0.9184015719345345,0.026635199754353824,0
2410,identity,raw_joint,needle_5link,2.060402005523804,2.060402005523804,0.0,0
2410,identity,ejar_correct_map,needle_5link,0.016166705803061013,0.016166705803061013,0.0,0
2410,identity,ejar_assumed_map,needle_5link,0.016166705803061013,0.016166705803061013,0.0,0
2411,rotate_30,raw_joint,heavy_3link,1.217557935607309,1.217557935607309,0.0,0
2411,rotate_30,ejar_correct_map,heavy_3link,0.3295870111628706,0.3295870111628706,0.0,1
2411,rotate_30,ejar_assumed_map,heavy_3link,0.433823585255131,0.5829884768096261,0.008695764528535214,1
2412,scale_x2,raw_joint,short_2link,0.9028928424150056,0.9028928424150056,0.0,0
2412,scale_x2,ejar_correct_map,short_2link,0.8898981923515257,0.8898981923515257,0.0,1
2412,scale_x2,ejar_assumed_map,short_2link,0.8103743190380145,0.8423291487283109,0.003233963777659818,1
2413,swap_axes,raw_joint,soft_5link,0.7122061186699776,0.7122061186699776,0.0,0
2413,swap_axes,ejar_correct_map,soft_5link,0.004121879768497639,0.004121879768497639,0.0,0
2413,swap_axes,ejar_assumed_map,soft_5link,0.004779422691796229,0.12395519222214374,0.007611454697826389,0
2414,drop_y,raw_joint,asym_3link,1.0884504969116975,1.0884504969116975,0.0,0
2414,drop_y,ejar_correct_map,asym_3link,0.4375831626165286,0.4375831626165286,0.0,1
2414,drop_y,ejar_assumed_map,asym_3link,0.3249045270510498,0.6432244567246609,0.03356025320276667,1
2415,identity,raw_joint,large_6link,4.106304252592411,4.106304252592411,0.0,1
2415,identity,ejar_correct_map,large_6link,0.35563181166608654,0.35563181166608654,0.0,0
2415,identity,ejar_assumed_map,large_6link,0.35563181166608654,0.35563181166608654,0.0,0
2416,rotate_30,raw_joint,long_4link,1.9694577002843043,1.9694577002843043,0.0,0
2416,rotate_30,ejar_correct_map,long_4link,0.04085437068434754,0.04085437068434754,0.0,0
2416,rotate_30,ejar_assumed_map,long_4link,0.036325422349378314,0.5263565209168686,0.008251222233527878,0
2417,scale_x2,raw_joint,wide_2link,0.5477014326625379,0.5477014326625379,0.0,0
2417,scale_x2,ejar_correct_map,wide_2link,0.1833815156490714,0.1833815156490714,0.0,1
2417,scale_x2,ejar_assumed_map,wide_2link,0.2987848406960563,0.49623259599498654,0.008831272854449764,1
2418,swap_axes,raw_joint,snake_6link,1.9783631759859135,1.9783631759859135,0.0,0
2418,swap_axes,ejar_correct_map,snake_6link,0.0067308248729654255,0.0067308248729654255,0.0,0
2418,swap_axes,ejar_assumed_map,snake_6link,0.00758860307443567,1.5919668280608645,0.02829647889159762,0
2419,drop_y,raw_joint,redundant_4link,1.9539587252398445,1.9539587252398445,0.0,0
2419,drop_y,ejar_correct_map,redundant_4link,0.02193450583999124,0.02193450583999124,0.0,1
2419,drop_y,ejar_assumed_map,redundant_4link,0.0079317958169752,0.14324805901653864,0.006896316949436268,0
2420,identity,raw_joint,long_2link,1.6507123780816506,1.6507123780816506,0.0,0
2420,identity,ejar_correct_map,long_2link,0.014198547208709113,0.014198547208709113,0.0,0
2420,identity,ejar_assumed_map,long_2link,0.014198547208709113,0.014198547208709113,0.0,0
2421,rotate_30,raw_joint,needle_5link,1.149559128979195,1.149559128979195,0.0,0
2421,rotate_30,ejar_correct_map,needle_5link,0.01650228176861557,0.01650228176861557,0.0,0
2421,rotate_30,ejar_assumed_map,needle_5link,0.020814287495892057,0.509915392431316,0.007873342468445288,0
2422,scale_x2,raw_joint,heavy_3link,0.8466412358209288,0.8466412358209288,0.0,0
2422,scale_x2,ejar_correct_map,heavy_3link,0.0036302114461571077,0.0036302114461571077,0.0,0
2422,scale_x2,ejar_assumed_map,heavy_3link,0.0024707079496512248,0.5460299523660541,0.016069639699705957,0
2423,swap_axes,raw_joint,short_2link,1.013908428908769,1.013908428908769,0.0,0
2423,swap_axes,ejar_correct_map,short_2link,0.6748068972552993,0.6748068972552993,0.0,1
2423,swap_axes,ejar_assumed_map,short_2link,0.5906341739260998,0.9695220021812676,0.01782872054546903,1
2424,drop_y,raw_joint,soft_5link,1.0812906550426515,1.0812906550426515,0.0,0
2424,drop_y,ejar_correct_map,soft_5link,0.6221771845516928,0.6221771845516928,0.0,1
2424,drop_y,ejar_assumed_map,soft_5link,0.32783031913580185,0.7781587679272337,0.062656517950037,1
2425,identity,raw_joint,asym_3link,1.0678110207081892,1.0678110207081892,0.0,0
2425,identity,ejar_correct_map,asym_3link,0.0009339618922809454,0.0009339618922809454,0.0,0
2425,identity,ejar_assumed_map,asym_3link,0.0009339618922809454,0.0009339618922809454,0.0,0
2426,rotate_30,raw_joint,large_6link,2.4877064083989104,2.4877064083989104,0.0,0
2426,rotate_30,ejar_correct_map,large_6link,0.014045237392401391,0.014045237392401391,0.0,0
2426,rotate_30,ejar_assumed_map,large_6link,0.017310881549232708,0.5116707096229348,0.016497507880420086,0
2427,scale_x2,raw_joint,long_4link,0.37329656368525915,0.37329656368525915,0.0,0
2427,scale_x2,ejar_correct_map,long_4link,0.04739853712480361,0.04739853712480361,0.0,1
2427,scale_x2,ejar_assumed_map,long_4link,0.6000448253715968,0.574876471515378,0.010040698143107419,1
2428,swap_axes,raw_joint,wide_2link,0.8315870052311047,0.8315870052311047,0.0,0
2428,swap_axes,ejar_correct_map,wide_2link,0.6485518664643677,0.6485518664643677,0.0,1
2428,swap_axes,ejar_assumed_map,wide_2link,0.006505722344286673,1.6334247913635493,0.09969545003729617,0
2429,drop_y,raw_joint,snake_6link,0.8176833427536856,0.8176833427536856,0.0,0
2429,drop_y,ejar_correct_map,snake_6link,0.011108168702699745,0.011108168702699745,0.0,0
2429,drop_y,ejar_assumed_map,snake_6link,0.0033509449018979216,0.5463547724296042,0.021520887710868845,0
2430,identity,raw_joint,redundant_4link,0.7185602744184557,0.7185602744184557,0.0,0
2430,identity,ejar_correct_map,redundant_4link,0.8888745937272071,0.8888745937272071,0.0,1
2430,identity,ejar_assumed_map,redundant_4link,0.8888745937272071,0.8888745937272071,0.0,1
2431,rotate_30,raw_joint,long_2link,0.9625113913673737,0.9625113913673737,0.0,0
2431,rotate_30,ejar_correct_map,long_2link,0.002662969287863467,0.002662969287863467,0.0,0
2431,rotate_30,ejar_assumed_map,long_2link,0.0026639730271280594,0.515051094157595,0.015031086123922404,0
2432,scale_x2,raw_joint,needle_5link,0.2850562333146577,0.2850562333146577,0.0,0
2432,scale_x2,ejar_correct_map,needle_5link,0.06543777168368146,0.06543777168368146,0.0,1
2432,scale_x2,ejar_assumed_map,needle_5link,0.3573436598765211,0.5101773152144929,0.009845433083134753,1
2433,swap_axes,raw_joint,heavy_3link,1.629291383838932,1.629291383838932,0.0,0
2433,swap_axes,ejar_correct_map,heavy_3link,0.010809898859631083,0.010809898859631083,0.0,0
2433,swap_axes,ejar_assumed_map,heavy_3link,0.006679613245878464,1.7589740837368337,0.041775721108938735,0
2434,drop_y,raw_joint,short_2link,0.8246558299249953,0.8246558299249953,0.0,0
2434,drop_y,ejar_correct_map,short_2link,0.006094250023742041,0.006094250023742041,0.0,0
2434,drop_y,ejar_assumed_map,short_2link,0.03315551728300424,0.8720438042488649,0.01671330286841935,0
2435,identity,raw_joint,soft_5link,2.586622936727473,2.586622936727473,0.0,0
2435,identity,ejar_correct_map,soft_5link,0.007993130519475217,0.007993130519475217,0.0,0
2435,identity,ejar_assumed_map,soft_5link,0.007993130519475217,0.007993130519475217,0.0,0
2436,rotate_30,raw_joint,asym_3link,0.3014325243214695,0.3014325243214695,0.0,0
2436,rotate_30,ejar_correct_map,asym_3link,0.0040200397326844665,0.0040200397326844665,0.0,0
2436,rotate_30,ejar_assumed_map,asym_3link,0.22893656731174575,0.5036673331350783,0.019495738760071574,1
2437,scale_x2,raw_joint,large_6link,0.8007189571993384,0.8007189571993384,0.0,0
2437,scale_x2,ejar_correct_map,large_6link,0.0023465862093350704,0.0023465862093350704,0.0,0
2437,scale_x2,ejar_assumed_map,large_6link,0.004687186166789045,0.3133757916686804,0.012723793514358614,0
2438,swap_axes,raw_joint,long_4link,0.918581890198581,0.918581890198581,0.0,0
2438,swap_axes,ejar_correct_map,long_4link,0.1512641668237401,0.1512641668237401,0.0,1
2438,swap_axes,ejar_assumed_map,long_4link,0.12287077749843699,0.16266901654851068,0.003292939298348214,1
2439,drop_y,raw_joint,wide_2link,0.009908186971442844,0.009908186971442844,0.0,0
2439,drop_y,ejar_correct_map,wide_2link,0.022473900869085912,0.022473900869085912,0.0,0
2439,drop_y,ejar_assumed_map,wide_2link,0.8716328111883279,0.8702461532819907,0.021066677754051646,0
2440,identity,raw_joint,snake_6link,2.33299647165358,2.33299647165358,0.0,0
2440,identity,ejar_correct_map,snake_6link,0.01861047182998995,0.01861047182998995,0.0,0
2440,identity,ejar_assumed_map,snake_6link,0.01861047182998995,0.01861047182998995,0.0,0
2441,rotate_30,raw_joint,redundant_4link,1.156970657426604,1.156970657426604,0.0,0
2441,rotate_30,ejar_correct_map,redundant_4link,0.003964394179764571,0.003964394179764571,0.0,0
2441,rotate_30,ejar_assumed_map,redundant_4link,0.004815828022660422,0.5156791598175734,0.01366676258435424,0
2442,scale_x2,raw_joint,long_2link,1.8935867582465409,1.8935867582465409,0.0,0
2442,scale_x2,ejar_correct_map,long_2link,0.7174842398691071,0.7174842398691071,0.0,1
2442,scale_x2,ejar_assumed_map,long_2link,0.7877151086670957,0.731262793094404,0.01775344813413146,1
2443,swap_axes,raw_joint,needle_5link,0.09598618617782018,0.09598618617782018,0.0,1
2443,swap_axes,ejar_correct_map,needle_5link,0.00462749040351222,0.00462749040351222,0.0,0
2443,swap_axes,ejar_assumed_map,needle_5link,0.2566737584067226,1.2594681914984638,0.056833631354327535,1
2444,drop_y,raw_joint,heavy_3link,0.1633751467000083,0.1633751467000083,0.0,0
2444,drop_y,ejar_correct_map,heavy_3link,0.002594196775880393,0.002594196775880393,0.0,0
2444,drop_y,ejar_assumed_map,heavy_3link,0.003374187971707836,0.7738201836711366,0.01373263608816843,0
2445,identity,raw_joint,short_2link,0.7090993629335606,0.7090993629335606,0.0,0
2445,identity,ejar_correct_map,short_2link,0.5663800343687894,0.5663800343687894,0.0,0
2445,identity,ejar_assumed_map,short_2link,0.5663800343687894,0.5663800343687894,0.0,0
2446,rotate_30,raw_joint,soft_5link,3.4483742857123634,3.4483742857123634,0.0,0
2446,rotate_30,ejar_correct_map,soft_5link,0.0012593012929355584,0.0012593012929355584,0.0,0
2446,rotate_30,ejar_assumed_map,soft_5link,0.0025612895708025506,0.5152728537891466,0.009464528633498661,0
2447,scale_x2,raw_joint,asym_3link,1.0548295365669456,1.0548295365669456,0.0,0
2447,scale_x2,ejar_correct_map,asym_3link,0.003226696413620251,0.003226696413620251,0.0,0
2447,scale_x2,ejar_assumed_map,asym_3link,0.0022433656351410936,0.7662295521430764,0.01823632987085178,0
2448,swap_axes,raw_joint,large_6link,0.18571338088806755,0.18571338088806755,0.0,0
2448,swap_axes,ejar_correct_map,large_6link,0.0014726959640765833,0.0014726959640765833,0.0,0
2448,swap_axes,ejar_assumed_map,large_6link,0.0028911663983460178,1.9927081392532233,0.05623440064235329,0
2449,drop_y,raw_joint,long_4link,1.5365017351601362,1.5365017351601362,0.0,1
2449,drop_y,ejar_correct_map,long_4link,0.415544777551937,0.415544777551937,0.0,1
2449,drop_y,ejar_assumed_map,long_4link,0.10916728274403463,0.5836999754440904,0.026334771369464303,1
2450,identity,raw_joint,wide_2link,1.6037960416985937,1.6037960416985937,0.0,0
2450,identity,ejar_correct_map,wide_2link,0.03207047802973326,0.03207047802973326,0.0,1
2450,identity,ejar_assumed_map,wide_2link,0.03207047802973326,0.03207047802973326,0.0,1
2451,rotate_30,raw_joint,snake_6link,0.8957218818001156,0.8957218818001156,0.0,0
2451,rotate_30,ejar_correct_map,snake_6link,0.012259191697005761,0.012259191697005761,0.0,0
2451,rotate_30,ejar_assumed_map,snake_6link,0.3612443344753141,0.544948827180092,0.01075161139656882,1
2452,scale_x2,raw_joint,redundant_4link,2.0183565922274704,2.0183565922274704,0.0,0
2452,scale_x2,ejar_correct_map,redundant_4link,0.00588756090586419,0.00588756090586419,0.0,0
2452,scale_x2,ejar_assumed_map,redundant_4link,0.0055523578341463925,0.7309830365598409,0.017318032619703345,0
2453,swap_axes,raw_joint,long_2link,3.2476963854052467,3.2476963854052467,0.0,0
2453,swap_axes,ejar_correct_map,long_2link,0.02036473640179933,0.02036473640179933,0.0,0
2453,swap_axes,ejar_assumed_map,long_2link,0.02578735757451507,1.2981416282534433,0.005270750750043704,0
2454,drop_y,raw_joint,needle_5link,0.18774190046999253,0.18774190046999253,0.0,0
2454,drop_y,ejar_correct_map,needle_5link,0.27269342273457564,0.27269342273457564,0.0,1
2454,drop_y,ejar_assumed_map,needle_5link,0.026033770125532325,0.9477916595723994,0.07566670329423615,0
2455,identity,raw_joint,heavy_3link,1.9137465722419282,1.9137465722419282,0.0,0
2455,identity,ejar_correct_map,heavy_3link,0.0022823357941402387,0.0022823357941402387,0.0,0
2455,identity,ejar_assumed_map,heavy_3link,0.0022823357941402387,0.0022823357941402387,0.0,0
2456,rotate_30,raw_joint,short_2link,0.6669085658866422,0.6669085658866422,0.0,0
2456,rotate_30,ejar_correct_map,short_2link,0.009057821243600741,0.009057821243600741,0.0,0
2456,rotate_30,ejar_assumed_map,short_2link,0.057245693720271044,0.4646352261735337,0.0025057198051858993,0
2457,scale_x2,raw_joint,soft_5link,3.1007839513644715,3.1007839513644715,0.0,0
2457,scale_x2,ejar_correct_map,soft_5link,0.00566462902883499,0.00566462902883499,0.0,0
2457,scale_x2,ejar_assumed_map,soft_5link,0.005682713775595283,0.9894640598119929,0.012732854397365979,0
2458,swap_axes,raw_joint,asym_3link,0.6818258686479002,0.6818258686479002,0.0,0
2458,swap_axes,ejar_correct_map,asym_3link,0.0019059970031021218,0.0019059970031021218,0.0,0
2458,swap_axes,ejar_assumed_map,asym_3link,0.009658250453075936,0.43715965420649816,0.010924446107410377,0
2459,drop_y,raw_joint,large_6link,0.7748429218272983,0.7748429218272983,0.0,0
2459,drop_y,ejar_correct_map,large_6link,0.4509130479996375,0.4509130479996375,0.0,1
2459,drop_y,ejar_assumed_map,large_6link,0.33705192564704833,0.6908449208125428,0.031116933759944815,1
2460,identity,raw_joint,long_4link,1.3668845440670618,1.3668845440670618,0.0,0
2460,identity,ejar_correct_map,long_4link,0.8136415855689344,0.8136415855689344,0.0,1
2460,identity,ejar_assumed_map,long_4link,0.8136415855689344,0.8136415855689344,0.0,1
2461,rotate_30,raw_joint,wide_2link,2.354099983787155,2.354099983787155,0.0,0
2461,rotate_30,ejar_correct_map,wide_2link,0.5439145518284733,0.5439145518284733,0.0,1
2461,rotate_30,ejar_assumed_map,wide_2link,0.012267071342457834,0.5275439338909848,0.02386856184028968,0
2462,scale_x2,raw_joint,snake_6link,0.43226849001625195,0.43226849001625195,0.0,0
2462,scale_x2,ejar_correct_map,snake_6link,0.2510962897173798,0.2510962897173798,0.0,1
2462,scale_x2,ejar_assumed_map,snake_6link,0.3004309871171065,0.4177066013261745,0.012132653232249282,1
2463,swap_axes,raw_joint,redundant_4link,1.1413186349816788,1.1413186349816788,0.0,0
2463,swap_axes,ejar_correct_map,redundant_4link,0.009656818745820034,0.009656818745820034,0.0,0
2463,swap_axes,ejar_assumed_map,redundant_4link,0.01127245545119808,0.28823246665023367,0.0060310768180443985,0
2464,drop_y,raw_joint,long_2link,0.23143751187742423,0.23143751187742423,0.0,0
2464,drop_y,ejar_correct_map,long_2link,0.0009804877159315885,0.0009804877159315885,0.0,0
2464,drop_y,ejar_assumed_map,long_2link,0.0010411990836146586,0.9500355734553998,0.07042966375216372,0
2465,identity,raw_joint,needle_5link,2.0207433297452546,2.0207433297452546,0.0,0
2465,identity,ejar_correct_map,needle_5link,0.016178418709853017,0.016178418709853017,0.0,0
2465,identity,ejar_assumed_map,needle_5link,0.016178418709853017,0.016178418709853017,0.0,0
2466,rotate_30,raw_joint,heavy_3link,0.8310492470837707,0.8310492470837707,0.0,1
2466,rotate_30,ejar_correct_map,heavy_3link,0.6127758781613397,0.6127758781613397,0.0,1
2466,rotate_30,ejar_assumed_map,heavy_3link,0.6583670100340897,0.7239315806998387,0.008330633292759265,1
2467,scale_x2,raw_joint,short_2link,0.9946545635118798,0.9946545635118798,0.0,0
2467,scale_x2,ejar_correct_map,short_2link,0.7470241025815494,0.7470241025815494,0.0,1
2467,scale_x2,ejar_assumed_map,short_2link,0.4849871246977589,0.6078607166661496,0.005886751501890084,1
2468,swap_axes,raw_joint,soft_5link,1.0839035360402327,1.0839035360402327,0.0,0
2468,swap_axes,ejar_correct_map,soft_5link,0.010213928730784177,0.010213928730784177,0.0,0
2468,swap_axes,ejar_assumed_map,soft_5link,0.0005270416541480146,1.8881193224893806,0.013694966365403387,0
2469,drop_y,raw_joint,asym_3link,2.367415596594106,2.367415596594106,0.0,0
2469,drop_y,ejar_correct_map,asym_3link,0.0036247980728735837,0.0036247980728735837,0.0,0
2469,drop_y,ejar_assumed_map,asym_3link,0.0014176278961430836,0.6294956364431358,0.005667720416106204,0
2470,identity,raw_joint,large_6link,0.17785604499442534,0.17785604499442534,0.0,0
2470,identity,ejar_correct_map,large_6link,0.0021556626957623466,0.0021556626957623466,0.0,0
2470,identity,ejar_assumed_map,large_6link,0.0021556626957623466,0.0021556626957623466,0.0,0
2471,rotate_30,raw_joint,long_4link,0.9850400515708503,0.9850400515708503,0.0,0
2471,rotate_30,ejar_correct_map,long_4link,0.003391900351952869,0.003391900351952869,0.0,0
2471,rotate_30,ejar_assumed_map,long_4link,0.005191411441300064,0.5146534922305118,0.022190744818628223,0
2472,scale_x2,raw_joint,wide_2link,2.1348242670295594,2.1348242670295594,0.0,0
2472,scale_x2,ejar_correct_map,wide_2link,0.005356743406048662,0.005356743406048662,0.0,0
2472,scale_x2,ejar_assumed_map,wide_2link,0.00643657252830112,0.9801351405706509,0.008608954375671156,0
2473,swap_axes,raw_joint,snake_6link,1.5060242569217255,1.5060242569217255,0.0,0
2473,swap_axes,ejar_correct_map,snake_6link,0.005079924826768669,0.005079924826768669,0.0,0
2473,swap_axes,ejar_assumed_map,snake_6link,0.00523630379726443,1.4633604247663903,0.039997035705368285,0
2474,drop_y,raw_joint,redundant_4link,1.1824081607230112,1.1824081607230112,0.0,0
2474,drop_y,ejar_correct_map,redundant_4link,0.004651624859522371,0.004651624859522371,0.0,0
2474,drop_y,ejar_assumed_map,redundant_4link,0.0010115883886319492,0.7112862418843781,0.04375676662009013,0
2475,identity,raw_joint,long_2link,1.2907077625936905,1.2907077625936905,0.0,1
